06100026 00000126 ['399', '118', '728', '392']
06100049 00000093 ['596', '992', '727', '1093']
06100049 00000075 ['299', '414', '358', '464']
06100049 00000076 ['432', '223', '505', '319']
06100049 00000053 ['478', '261', '535', '382']
06100049 00000065 ['529', '845', '595', '990']
06100049 00000031 ['304', '601', '345', '670']
06100049 00000093 ['420', '522', '538', '629']
06100049 00000083 ['237', '666', '299', '781']
06100049 00000080 ['239', '459', '313', '553']
06100049 00000032 ['122', '322', '183', '388']
06100049 00000077 ['532', '287', '615', '360']
06100049 00000080 ['601', '999', '644', '1062']
06100049 00000033 ['93', '178', '208', '288']
06100049 00000084 ['541', '498', '624', '580']
06100049 00000058 ['517', '475', '599', '583']
06100049 00000055 ['257', '826', '355', '955']
06100049 00000084 ['528', '1025', '650', '1127']
06100049 00000070 ['767', '288', '837', '395']
06100049 00000055 ['230', '967', '369', '1117']
06100049 00000067 ['166', '333', '222', '404']
06100049 00000080 ['357', '794', '447', '876']
06100049 00000086 ['320', '371', '401', '438']
06100049 00000071 ['332', '299', '389', '417']
06100049 00000070 ['334', '594', '365', '675']
06100049 00000067 ['270', '367', '338', '416']
06100049 00000085 ['275', '914', '329', '1004']
06100049 00000080 ['386', '215', '429', '275']
06100049 00000031 ['651', '647', '712', '737']
06100049 00000058 ['658', '868', '752', '965']
06100049 00000086 ['302', '145', '384', '267']
06100049 00000080 ['563', '351', '649', '443']
06100049 00000068 ['796', '299', '858', '384']
06100049 00000075 ['651', '753', '712', '841']
06100049 00000086 ['541', '246', '615', '336']
06100049 00000070 ['304', '787', '397', '865']
06100049 00000075 ['413', '243', '485', '316']
06100049 00000085 ['271', '1118', '339', '1190']
06100049 00000058 ['383', '325', '418', '349']
06100049 00000069 ['176', '305', '240', '372']
06100049 00000075 ['532', '194', '601', '252']
06100049 00000077 ['97', '889', '194', '987']
06100049 00000088 ['292', '915', '387', '999']
06100049 00000053 ['166', '818', '252', '879']
06100049 00000083 ['510', '375', '554', '466']
06100049 00000084 ['420', '826', '508', '870']
06100049 00000068 ['787', '580', '849', '699']
06100049 00000092 ['420', '549', '493', '654']
06100049 00000091 ['384', '183', '472', '342']
06100049 00000083 ['221', '137', '313', '201']
06100049 00000086 ['441', '624', '487', '700']
06100049 00000080 ['399', '1005', '436', '1057']
06100049 00000033 ['239', '520', '297', '645']
06100049 00000092 ['127', '522', '211', '639']
06100049 00000069 ['541', '94', '627', '187']
06100049 00000075 ['654', '693', '722', '741']
06100049 00000032 ['460', '300', '510', '343']
06100049 00000071 ['182', '513', '300', '641']
06100049 00000032 ['131', '225', '184', '241']
06100049 00000070 ['637', '132', '713', '297']
06100049 00000075 ['421', '1088', '476', '1135']
06100049 00000067 ['68', '740', '96', '787']
06100049 00000033 ['560', '802', '667', '926']
06100049 00000077 ['213', '150', '298', '232']
06100049 00000091 ['501', '702', '686', '875']
06100049 00000089 ['385', '764', '464', '856']
06100049 00000077 ['237', '481', '256', '543']
06100049 00000032 ['251', '224', '305', '314']
06100049 00000082 ['196', '424', '251', '518']
06100049 00000073 ['584', '836', '615', '890']
06100049 00000077 ['203', '560', '300', '630']
06100049 00000053 ['316', '296', '407', '383']
06100049 00000073 ['191', '435', '274', '488']
06100049 00000075 ['666', '372', '726', '440']
06100049 00000069 ['447', '188', '483', '325']
06100049 00000070 ['458', '480', '529', '608']
06100049 00000080 ['453', '144', '532', '219']
06100049 00000069 ['401', '569', '461', '676']
06100049 00000074 ['323', '815', '405', '947']
06100049 00000067 ['161', '432', '222', '452']
06100049 00000067 ['56', '676', '94', '728']
06100049 00000074 ['791', '1087', '864', '1198']
06100049 00000080 ['140', '1085', '188', '1105']
06100049 00000086 ['175', '145', '266', '210']
06100049 00000080 ['240', '959', '301', '1022']
06100049 00000075 ['519', '756', '593', '826']
06100049 00000068 ['788', '497', '832', '580']
06100049 00000023 ['288', '337', '364', '418']
06100049 00000032 ['456', '806', '515', '898']
06100049 00000086 ['538', '998', '618', '1055']
06100049 00000088 ['286', '798', '355', '914']
06100049 00000086 ['200', '839', '258', '901']
06100049 00000088 ['281', '312', '369', '472']
06100049 00000080 ['595', '867', '658', '888']
06100049 00000065 ['557', '352', '630', '560']
06100049 00000032 ['249', '750', '312', '815']
06100049 00000074 ['550', '144', '633', '199']
06100049 00000084 ['285', '680', '345', '782']
06100049 00000053 ['460', '884', '550', '1081']
06100049 00000082 ['598', '1052', '672', '1179']
06100049 00000084 ['288', '782', '368', '866']
06100049 00000053 ['619', '1022', '672', '1074']
06100049 00000083 ['364', '145', '424', '226']
06100049 00000070 ['325', '156', '398', '247']
06100049 00000086 ['419', '216', '483', '297']
06100049 00000071 ['685', '319', '769', '437']
06100049 00000093 ['250', '179', '363', '356']
06100049 00000067 ['376', '712', '440', '781']
06100049 00000074 ['445', '261', '538', '344']
06100049 00000053 ['329', '921', '395', '992']
06100049 00000080 ['362', '139', '434', '195']
06100049 00000032 ['347', '896', '411', '976']
06100049 00000085 ['437', '700', '496', '783']
06100049 00000033 ['345', '999', '424', '1063']
06100049 00000033 ['473', '482', '523', '514']
06100049 00000075 ['235', '272', '261', '334']
06100049 00000076 ['162', '150', '220', '244']
06100049 00000086 ['339', '671', '369', '708']
06100049 00000082 ['598', '806', '662', '884']
06100049 00000093 ['620', '507', '715', '575']
06100049 00000053 ['604', '924', '679', '997']
06100049 00000093 ['616', '749', '712', '895']
06100049 00000071 ['84', '861', '112', '893']
06100049 00000053 ['162', '182', '240', '253']
06100049 00000073 ['489', '802', '544', '895']
06100049 00000092 ['291', '615', '346', '748']
06100049 00000070 ['166', '903', '262', '996']
06100049 00000033 ['359', '923', '404', '985']
06100049 00000032 ['132', '559', '190', '615']
06100049 00000071 ['59', '719', '141', '813']
06100049 00000080 ['124', '1168', '143', '1203']
06100049 00000080 ['578', '466', '649', '558']
06100049 00000093 ['615', '604', '710', '709']
06100049 00000069 ['505', '943', '574', '1012']
06100049 00000089 ['533', '409', '596', '469']
06100049 00000082 ['585', '995', '664', '1042']
06100049 00000069 ['681', '563', '724', '656']
06100049 00000070 ['304', '480', '404', '579']
06100049 00000075 ['302', '910', '338', '963']
06100049 00000077 ['422', '359', '481', '413']
06100049 00000053 ['151', '675', '235', '801']
06100049 00000089 ['539', '936', '604', '1005']
06100049 00000033 ['114', '936', '224', '1075']
06100049 00000023 ['404', '263', '483', '358']
06100049 00000073 ['566', '443', '610', '483']
06100049 00000085 ['556', '708', '609', '801']
06100049 00000080 ['368', '385', '453', '499']
06100049 00000074 ['552', '522', '651', '621']
06100049 00000070 ['759', '549', '839', '605']
06100049 00000069 ['55', '352', '103', '436']
06100049 00000085 ['428', '801', '496', '876']
06100049 00000053 ['311', '396', '386', '465']
06100049 00000085 ['290', '352', '343', '430']
06100049 00000086 ['428', '440', '476', '540']
06100049 00000075 ['644', '995', '703', '1050']
06100049 00000032 ['229', '567', '312', '631']
06100049 00000073 ['184', '512', '271', '669']
06100049 00000032 ['258', '644', '313', '738']
06100049 00000058 ['522', '129', '599', '223']
06100049 00000075 ['307', '491', '349', '539']
06100049 00000069 ['179', '582', '240', '706']
06100049 00000033 ['593', '424', '646', '567']
06100049 00000075 ['303', '245', '366', '297']
06100049 00000086 ['434', '307', '477', '365']
06100049 00000033 ['563', '591', '656', '659']
06100049 00000075 ['646', '1071', '703', '1149']
06100049 00000075 ['535', '335', '599', '384']
06100049 00000085 ['272', '530', '345', '590']
06100049 00000083 ['239', '411', '265', '512']
06100049 00000053 ['451', '581', '540', '685']
06100049 00000080 ['135', '647', '188', '726']
06100049 00000089 ['536', '849', '595', '918']
06100049 00000073 ['225', '328', '259', '412']
06100049 00000067 ['266', '880', '321', '954']
06100049 00000080 ['395', '517', '432', '569']
06100049 00000084 ['565', '828', '609', '917']
06100049 00000070 ['165', '729', '237', '823']
06100049 00000086 ['210', '298', '261', '350']
06100049 00000076 ['739', '277', '810', '423']
06100049 00000067 ['49', '508', '87', '566']
06100049 00000082 ['473', '954', '525', '1033']
06100049 00000070 ['443', '243', '551', '363']
06100049 00000018 ['265', '963', '338', '1023']
06100049 00000058 ['364', '996', '446', '1110']
06100049 00000080 ['472', '823', '533', '907']
06100049 00000075 ['540', '102', '598', '173']
06100049 00000080 ['386', '904', '436', '993']
06100049 00000082 ['213', '240', '273', '325']
06100049 00000032 ['464', '582', '513', '658']
06100049 00000071 ['566', '405', '655', '486']
06100049 00000084 ['432', '256', '481', '331']
06100049 00000055 ['283', '152', '332', '262']
06100049 00000080 ['590', '903', '650', '973']
06100049 00000085 ['430', '875', '496', '959']
06100049 00000073 ['480', '507', '549', '624']
06100049 00000092 ['639', '149', '722', '281']
06100049 00000085 ['421', '1122', '496', '1182']
06100049 00000070 ['646', '621', '695', '735']
06100049 00000069 ['436', '103', '506', '188']
06100049 00000075 ['424', '745', '476', '794']
06100049 00000055 ['611', '372', '748', '461']
06100049 00000092 ['537', '832', '611', '903']
06100049 00000064 ['270', '558', '317', '578']
06100049 00000074 ['443', '147', '527', '231']
06100049 00000082 ['453', '536', '549', '637']
06100049 00000060 ['203', '421', '234', '445']
06100049 00000089 ['387', '873', '453', '950']
06100049 00000055 ['619', '728', '733', '817']
06100049 00000088 ['128', '1016', '232', '1121']
06100049 00000080 ['370', '689', '446', '762']
06100049 00000089 ['389', '201', '482', '296']
06100049 00000083 ['220', '938', '298', '1085']
06100049 00000070 ['614', '321', '709', '449']
06100049 00000055 ['446', '509', '495', '580']
06100049 00000073 ['193', '173', '268', '241']
06100049 00000069 ['536', '329', '620', '411']
06100049 00000073 ['194', '669', '273', '722']
06100049 00000092 ['424', '139', '473', '255']
06100049 00000088 ['413', '703', '493', '803']
06100049 00000067 ['382', '459', '428', '501']
06100049 00000069 ['526', '583', '595', '677']
06100049 00000089 ['253', '805', '325', '891']
06100049 00000041 ['303', '644', '367', '681']
06100049 00000067 ['274', '738', '316', '794']
06100049 00000091 ['374', '382', '475', '488']
06100049 00000085 ['551', '950', '598', '1003']
06100049 00000058 ['505', '356', '628', '479']
06100049 00000053 ['328', '461', '396', '571']
06100049 00000084 ['554', '604', '618', '677']
06100049 00000077 ['435', '926', '501', '1004']
06100049 00000033 ['446', '797', '550', '865']
06100049 00000080 ['133', '747', '184', '816']
06100049 00000071 ['583', '314', '653', '401']
06100049 00000055 ['414', '962', '518', '1027']
06100049 00000077 ['323', '236', '378', '307']
06100049 00000086 ['318', '1077', '392', '1179']
06100049 00000077 ['113', '1100', '175', '1205']
06100049 00000076 ['455', '543', '512', '618']
06100049 00000068 ['198', '567', '236', '620']
06100049 00000092 ['291', '875', '348', '985']
06100049 00000092 ['766', '127', '835', '206']
06100049 00000027 ['140', '843', '177', '888']
06100049 00000073 ['472', '1124', '544', '1210']
06100049 00000083 ['611', '709', '721', '848']
06100049 00000070 ['307', '880', '418', '974']
06100049 00000085 ['647', '129', '728', '227']
06100049 00000076 ['441', '622', '524', '718']
06100049 00000075 ['531', '596', '586', '639']
06100049 00000074 ['339', '469', '408', '523']
06100049 00000074 ['340', '1110', '414', '1213']
06100049 00000069 ['432', '962', '459', '1013']
06100049 00000074 ['324', '650', '409', '785']
06100049 00000084 ['286', '591', '353', '658']
06100049 00000089 ['426', '531', '461', '575']
06100049 00000085 ['655', '772', '729', '840']
06100049 00000069 ['162', '483', '243', '558']
06100049 00000058 ['362', '737', '463', '826']
06100049 00000053 ['187', '962', '263', '1047']
06100049 00000076 ['273', '598', '375', '712']
06100049 00000084 ['170', '247', '244', '314']
06100049 00000080 ['466', '539', '523', '622']
06100049 00000055 ['426', '385', '534', '475']
06100049 00000077 ['323', '1025', '386', '1098']
06100049 00000077 ['444', '1025', '519', '1118']
06100049 00000080 ['597', '651', '646', '729']
06100049 00000067 ['56', '321', '100', '392']
06100049 00000092 ['555', '974', '615', '1026']
06100049 00000032 ['460', '436', '519', '487']
06100049 00000058 ['668', '435', '731', '531']
06100049 00000089 ['682', '204', '739', '286']
06100049 00000032 ['257', '924', '310', '976']
06100049 00000083 ['501', '744', '581', '861']
06100049 00000070 ['182', '511', '222', '628']
06100049 00000088 ['294', '1015', '365', '1133']
06100049 00000086 ['188', '664', '250', '745']
06100049 00000082 ['588', '226', '645', '262']
06100049 00000077 ['560', '441', '609', '552']
06100049 00000089 ['399', '1035', '468', '1095']
06100049 00000058 ['357', '485', '447', '576']
06100049 00000067 ['154', '592', '221', '657']
06100049 00000065 ['528', '598', '640', '821']
06100049 00000073 ['573', '680', '611', '718']
06100049 00000055 ['62', '536', '157', '691']
06100049 00000084 ['553', '698', '621', '805']
06100049 00000069 ['315', '359', '388', '425']
06100049 00000080 ['234', '839', '320', '926']
06100049 00000092 ['780', '400', '859', '557']
06100049 00000032 ['240', '426', '331', '499']
06100049 00000092 ['632', '388', '726', '507']
06100049 00000077 ['327', '934', '384', '1012']
06100049 00000080 ['143', '982', '180', '1077']
06100049 00000044 ['188', '865', '243', '882']
06100049 00000092 ['533', '625', '612', '704']
06100049 00000093 ['258', '468', '359', '598']
06100049 00000073 ['208', '726', '272', '779']
06100049 00000075 ['440', '97', '482', '143']
06100049 00000075 ['207', '354', '262', '478']
06100049 00000086 ['324', '737', '396', '784']
06100049 00000092 ['142', '905', '230', '999']
06100049 00000076 ['292', '140', '386', '261']
06100049 00000084 ['281', '501', '374', '588']
06100049 00000070 ['443', '822', '538', '894']
06100049 00000070 ['640', '752', '690', '819']
06100049 00000063 ['670', '586', '752', '709']
06100049 00000077 ['319', '1125', '392', '1205']
06100049 00000075 ['661', '459', '721', '508']
06100049 00000069 ['309', '120', '376', '218']
06100049 00000077 ['628', '1175', '648', '1201']
06100049 00000083 ['467', '228', '569', '357']
06100049 00000084 ['289', '403', '363', '489']
06100049 00000069 ['54', '469', '121', '574']
06100049 00000068 ['798', '397', '851', '484']
06100049 00000075 ['418', '599', '478', '652']
06100049 00000071 ['192', '170', '289', '270']
06100049 00000073 ['70', '178', '169', '281']
06100049 00000080 ['153', '1121', '177', '1177']
06100049 00000080 ['149', '452', '191', '517']
06100049 00000080 ['240', '759', '309', '822']
06100049 00000071 ['422', '787', '495', '878']
06100049 00000083 ['633', '1124', '687', '1181']
06100049 00000091 ['558', '487', '658', '564']
06100049 00000082 ['467', '824', '532', '917']
06100049 00000053 ['609', '815', '686', '914']
06100049 00000077 ['556', '1022', '622', '1089']
06100049 00000077 ['422', '527', '492', '613']
06100049 00000076 ['728', '1023', '819', '1134']
06100049 00000080 ['246', '1032', '297', '1111']
06100049 00000032 ['131', '697', '189', '771']
